Assumed Start Date,Rainfall in mm,Rainfall in m,Julian Day,
1977-01-30,0,0,2222,
1977-01-31,0,0,2223,
1977-02-01,0,0,2224,
1977-02-02,0,0,2225,
1977-02-03,0,0,2226,
1977-02-04,0,0,2227,
1977-02-05,0,0,2228,
1977-02-06,0,0,2229,
1977-02-07,0,0,2230,
1977-02-08,0,0,2231,
1977-02-09,0,0,2232,
1977-02-10,0,0,2233,
1977-02-11,0,0,2234,
1977-02-12,0,0,2235,
1977-02-13,0,0,2236,
1977-02-14,0,0,2237,
1977-02-15,0,0,2238,
1977-02-16,0,0,2239,
1977-02-17,0,0,2240,
1977-02-18,0,0,2241,
1977-02-19,0,0,2242,
1977-02-20,0,0,2243,
1977-02-21,0,0,2244,
1977-02-22,0,0,2245,
1977-02-23,0,0,2246,
1977-02-24,0,0,2247,
1977-02-25,0,0,2248,
1977-02-26,0,0,2249,
1977-02-27,0,0,2250,
1977-02-28,0,0,2251,
1977-03-01,0,0,2252,
1977-03-02,0,0,2253,
1977-03-03,0,0,2254,
1977-03-04,0,0,2255,
1977-03-05,0,0,2256,
1977-03-06,0,0,2257,
1977-03-07,0,0,2258,
1977-03-08,0,0,2259,
1977-03-09,0,0,2260,
1977-03-10,0,0,2261,
1977-03-11,0,0,2262,
1977-03-12,0,0,2263,
1977-03-13,0,0,2264,
1977-03-14,0,0,2265,
1977-03-15,0,0,2266,
1977-03-16,0,0,2267,
1977-03-17,0,0,2268,
1977-03-18,11.2,0.0112,2269,
1977-03-19,0,0,2270,
1977-03-20,0,0,2271,
1977-03-21,0,0,2272,
1977-03-22,0,0,2273,
1977-03-23,0,0,2274,
1977-03-24,0,0,2275,
1977-03-25,0,0,2276,
1977-03-26,0,0,2277,
1977-03-27,0,0,2278,
1977-03-28,0,0,2279,
1977-03-29,0,0,2280,
1977-03-30,0,0,2281,
1977-03-31,0,0,2282,
1977-04-01,17.3,0.0173,2283,
1977-04-02,0,0,2284,
1977-04-03,0,0,2285,
1977-04-04,0,0,2286,
1977-04-05,0,0,2287,
1977-04-06,0,0,2288,
1977-04-07,5.3,0.0053,2289,
1977-04-08,7.6,0.0076,2290,
1977-04-09,3.3,0.0033,2291,
1977-04-10,0,0,2292,
1977-04-11,0,0,2293,
1977-04-12,0,0,2294,
1977-04-13,0,0,2295,
1977-04-14,0,0,2296,
1977-04-15,0,0,2297,
1977-04-16,0,0,2298,
1977-04-17,0,0,2299,
1977-04-18,13,0.013,2300,
1977-04-19,0.3,0.0003,2301,
1977-04-20,25.9,0.0259,2302,
1977-04-21,0,0,2303,
1977-04-22,0,0,2304,
1977-04-23,0,0,2305,
1977-04-24,0,0,2306,
1977-04-25,5.6,0.0056,2307,
1977-04-26,2,0.002,2308,
1977-04-27,0,0,2309,
1977-04-28,0,0,2310,
1977-04-29,0,0,2311,
1977-04-30,0,0,2312,
1977-05-01,9.900001,0.009900001,2313,
1977-05-02,38.1,0.0381,2314,
1977-05-03,0,0,2315,
1977-05-04,0,0,2316,
1977-05-05,0,0,2317,
1977-05-06,0,0,2318,
1977-05-07,1,0.001,2319,
1977-05-08,0,0,2320,
1977-05-09,0,0,2321,
1977-05-10,0,0,2322,
1977-05-11,0,0,2323,
1977-05-12,0,0,2324,
1977-05-13,0,0,2325,
1977-05-14,0,0,2326,
1977-05-15,0,0,2327,
1977-05-16,0,0,2328,
1977-05-17,0,0,2329,
1977-05-18,0,0,2330,
1977-05-19,3.6,0.0036,2331,
1977-05-20,10.7,0.0107,2332,
1977-05-21,0,0,2333,
1977-05-22,0,0,2334,
1977-05-23,4.3,0.0043,2335,
1977-05-24,0,0,2336,
1977-05-25,27.7,0.0277,2337,
1977-05-26,1,0.001,2338,
1977-05-27,0,0,2339,
1977-05-28,0,0,2340,
1977-05-29,0,0,2341,
1977-05-30,0,0,2342,
1977-05-31,0,0,2343,
1977-06-01,14.7,0.0147,2344,
1977-06-02,0.5,0.0005,2345,
1977-06-03,3.6,0.0036,2346,
1977-06-04,0,0,2347,
1977-06-05,0,0,2348,
1977-06-06,0,0,2349,
1977-06-07,0,0,2350,
1977-06-08,0,0,2351,
1977-06-09,0,0,2352,
1977-06-10,0,0,2353,
1977-06-11,0,0,2354,
1977-06-12,0,0,2355,
1977-06-13,0,0,2356,
1977-06-14,0,0,2357,
1977-06-15,0,0,2358,
1977-06-16,0,0,2359,
1977-06-17,0,0,2360,
1977-06-18,0,0,2361,
1977-06-19,0,0,2362,
1977-06-20,0,0,2363,
1977-06-21,0,0,2364,
1977-06-22,0,0,2365,
1977-06-23,0,0,2366,
1977-06-24,0,0,2367,
1977-06-25,0,0,2368,
1977-06-26,0,0,2369,
1977-06-27,0,0,2370,
1977-06-28,0,0,2371,
1977-06-29,0,0,2372,
1977-06-30,0,0,2373,
1977-07-01,0,0,2374,
1977-07-02,7.1,0.0071,2375,
1977-07-03,0,0,2376,
1977-07-04,31.8,0.0318,2377,
1977-07-05,0,0,2378,
1977-07-06,0,0,2379,
1977-07-07,0,0,2380,
1977-07-08,12.2,0.0122,2381,
1977-07-09,0,0,2382,
1977-07-10,0,0,2383,
1977-07-11,14.5,0.0145,2384,
1977-07-12,31.8,0.0318,2385,
1977-07-13,0,0,2386,
1977-07-14,0,0,2387,
1977-07-15,0,0,2388,
1977-07-16,0,0,2389,
1977-07-17,0,0,2390,
1977-07-18,0,0,2391,
1977-07-19,0,0,2392,
1977-07-20,0,0,2393,
1977-07-21,0,0,2394,
1977-07-22,0,0,2395,
1977-07-23,0,0,2396,
1977-07-24,0,0,2397,
1977-07-25,0,0,2398,
1977-07-26,0,0,2399,
1977-07-27,0,0,2400,
1977-07-28,0,0,2401,
1977-07-29,0,0,2402,
1977-07-30,0,0,2403,
1977-07-31,0,0,2404,
1977-08-01,0,0,2405,
1977-08-02,1.3,0.0013,2406,
1977-08-03,0,0,2407,
1977-08-04,0.8,0.0008,2408,
1977-08-05,0,0,2409,
1977-08-06,0,0,2410,
1977-08-07,0,0,2411,
1977-08-08,0,0,2412,
1977-08-09,0,0,2413,
1977-08-10,0,0,2414,
1977-08-11,0,0,2415,
1977-08-12,0,0,2416,
1977-08-13,0,0,2417,
1977-08-14,0,0,2418,
1977-08-15,0,0,2419,
1977-08-16,0,0,2420,
1977-08-17,0,0,2421,
1977-08-18,0,0,2422,
1977-08-19,0,0,2423,
1977-08-20,20.3,0.0203,2424,
1977-08-21,0,0,2425,
1977-08-22,0,0,2426,
1977-08-23,0,0,2427,
1977-08-24,0,0,2428,
1977-08-25,0,0,2429,
1977-08-26,2.5,0.0025,2430,
1977-08-27,1.8,0.0018,2431,
1977-08-28,0,0,2432,
1977-08-29,0,0,2433,
1977-08-30,0,0,2434,
1977-08-31,0,0,2435,
1977-09-01,0,0,2436,
1977-09-02,0,0,2437,
1977-09-03,0,0,2438,
1977-09-04,0,0,2439,
1977-09-05,0,0,2440,
1977-09-06,0,0,2441,
1977-09-07,0,0,2442,
1977-09-08,0,0,2443,
1977-09-09,0,0,2444,
1977-09-10,0,0,2445,
1977-09-11,3.3,0.0033,2446,
1977-09-12,0,0,2447,
1977-09-13,0,0,2448,
1977-09-14,13.7,0.0137,2449,
1977-09-15,0,0,2450,
1977-09-16,1,0.001,2451,
1977-09-17,0,0,2452,
1977-09-18,8.900001,0.008900001,2453,
1977-09-19,42.7,0.0427,2454,
1977-09-20,0,0,2455,
1977-09-21,0,0,2456,
1977-09-22,0.5,0.0005,2457,
1977-09-23,0,0,2458,
1977-09-24,0.8,0.0008,2459,
1977-09-25,0,0,2460,
1977-09-26,54.9,0.0549,2461,
1977-09-27,6.1,0.0061,2462,
1977-09-28,0.8,0.0008,2463,
1977-09-29,14.7,0.0147,2464,
1977-09-30,0.3,0.0003,2465,
1977-10-01,5.8,0.0058,2466,
1977-10-02,42.7,0.0427,2467,
1977-10-03,0,0,2468,
1977-10-04,0,0,2469,
1977-10-05,0,0,2470,
1977-10-06,1.5,0.0015,2471,
1977-10-07,0,0,2472,
1977-10-08,3,0.003,2473,
1977-10-09,0,0,2474,
1977-10-10,0,0,2475,
1977-10-11,0,0,2476,
1977-10-12,0,0,2477,
1977-10-13,8.900001,0.008900001,2478,
1977-10-14,0,0,2479,
1977-10-15,0,0,2480,
1977-10-16,3.3,0.0033,2481,
1977-10-17,0,0,2482,
1977-10-18,53.1,0.0531,2483,
1977-10-19,4.6,0.0046,2484,
1977-10-20,0,0,2485,
1977-10-21,0,0,2486,
1977-10-22,0,0,2487,
1977-10-23,0,0,2488,
1977-10-24,0,0,2489,
1977-10-25,0,0,2490,
1977-10-26,0,0,2491,
1977-10-27,0,0,2492,
1977-10-28,0,0,2493,
1977-10-29,0,0,2494,
1977-10-30,2,0.002,2495,
1977-10-31,0,0,2496,
1977-11-01,0,0,2497,
1977-11-02,7.6,0.0076,2498,
1977-11-03,0.5,0.0005,2499,
1977-11-04,16,0.016,2500,
1977-11-05,4.3,0.0043,2501,
1977-11-06,4.1,0.0041,2502,
1977-11-07,5.8,0.0058,2503,
1977-11-08,2.8,0.0028,2504,
1977-11-09,0,0,2505,
1977-11-10,0,0,2506,
1977-11-11,0,0,2507,
1977-11-12,0,0,2508,
1977-11-13,0,0,2509,
1977-11-14,0,0,2510,
1977-11-15,0,0,2511,
1977-11-16,0,0,2512,
1977-11-17,0,0,2513,
1977-11-18,0,0,2514,
1977-11-19,0,0,2515,
1977-11-20,0,0,2516,
1977-11-21,0,0,2517,
1977-11-22,0,0,2518,
1977-11-23,0,0,2519,
1977-11-24,0,0,2520,
1977-11-25,36.6,0.0366,2521,
1977-11-26,0,0,2522,
1977-11-27,0.5,0.0005,2523,
1977-11-28,0,0,2524,
1977-11-29,0,0,2525,
1977-11-30,0,0,2526,
1977-12-01,0,0,2527,
1977-12-02,0,0,2528,
1977-12-03,0,0,2529,
1977-12-04,0,0,2530,
1977-12-05,0,0,2531,
1977-12-06,0,0,2532,
1977-12-07,0,0,2533,
1977-12-08,0,0,2534,
1977-12-09,0,0,2535,
1977-12-10,45,0.045,2536,
1977-12-11,0.3,0.0003,2537,
1977-12-12,0,0,2538,
1977-12-13,0,0,2539,
1977-12-14,13,0.013,2540,
1977-12-15,0.5,0.0005,2541,
1977-12-16,0,0,2542,
1977-12-17,0,0,2543,
1977-12-18,0,0,2544,
1977-12-19,0,0,2545,
1977-12-20,0,0,2546,
1977-12-21,0,0,2547,
1977-12-22,0,0,2548,
1977-12-23,0,0,2549,
1977-12-24,0,0,2550,
1977-12-25,0,0,2551,
1977-12-26,0,0,2552,
1977-12-27,0,0,2553,
1977-12-28,0,0,2554,
1977-12-29,0,0,2555,
1977-12-30,0,0,2556,
1977-12-31,0,0,2557,
1978-01-01,0,0,2558,
1978-01-02,0,0,2559,
1978-01-03,0,0,2560,
1978-01-04,0,0,2561,
1978-01-05,0,0,2562,
1978-01-06,0,0,2563,
1978-01-07,0,0,2564,
1978-01-08,0,0,2565,
1978-01-09,0,0,2566,
1978-01-10,0,0,2567,
1978-01-11,0,0,2568,
1978-01-12,0,0,2569,
1978-01-13,0,0,2570,
1978-01-14,0,0,2571,
1978-01-15,0.3,0.0003,2572,
1978-01-16,0,0,2573,
1978-01-17,0,0,2574,
1978-01-18,0,0,2575,
1978-01-19,0,0,2576,
1978-01-20,0,0,2577,
1978-01-21,0,0,2578,
1978-01-22,0,0,2579,
1978-01-23,0,0,2580,
1978-01-24,0,0,2581,
1978-01-25,0,0,2582,
1978-01-26,0,0,2583,
1978-01-27,0,0,2584,
1978-01-28,0,0,2585,
1978-01-29,0,0,2586,
1978-01-30,0,0,2587,
1978-01-31,0,0,2588,
1978-02-01,0,0,2589,
1978-02-02,0,0,2590,
1978-02-03,0,0,2591,
1978-02-04,0,0,2592,
1978-02-05,0,0,2593,
1978-02-06,0,0,2594,
1978-02-07,0,0,2595,
1978-02-08,0,0,2596,
1978-02-09,0,0,2597,
1978-02-10,0,0,2598,
1978-02-11,0,0,2599,
1978-02-12,0,0,2600,
1978-02-13,0,0,2601,
1978-02-14,0,0,2602,
1978-02-15,0,0,2603,
1978-02-16,0,0,2604,
1978-02-17,0,0,2605,
1978-02-18,0,0,2606,
1978-02-19,0,0,2607,
1978-02-20,0,0,2608,
1978-02-21,7.6,0.0076,2609,
1978-02-22,1.3,0.0013,2610,
1978-02-23,41.1,0.0411,2611,
1978-02-24,0,0,2612,
1978-02-25,0,0,2613,
1978-02-26,0,0,2614,
1978-02-27,0,0,2615,
1978-02-28,0,0,2616,
1978-03-01,0,0,2617,
1978-03-02,0,0,2618,
1978-03-03,0,0,2619,
1978-03-04,0,0,2620,
1978-03-05,0,0,2621,
1978-03-06,0,0,2622,
1978-03-07,0,0,2623,
1978-03-08,0,0,2624,
1978-03-09,0,0,2625,
1978-03-10,0,0,2626,
1978-03-11,0,0,2627,
1978-03-12,0,0,2628,
1978-03-13,0,0,2629,
1978-03-14,0,0,2630,
1978-03-15,0,0,2631,
1978-03-16,0,0,2632,
1978-03-17,0,0,2633,
1978-03-18,0,0,2634,
1978-03-19,0,0,2635,
1978-03-20,0,0,2636,
1978-03-21,8.400001,0.008400001,2637,
1978-03-22,11.2,0.0112,2638,
1978-03-23,10.2,0.0102,2639,
1978-03-24,3.8,0.0038,2640,
1978-03-25,1,0.001,2641,
1978-03-26,0,0,2642,
1978-03-27,0,0,2643,
1978-03-28,0,0,2644,
1978-03-29,0,0,2645,
1978-03-30,0,0,2646,
1978-03-31,0,0,2647,
1978-04-01,0,0,2648,
1978-04-02,0,0,2649,
1978-04-03,0,0,2650,
1978-04-04,0,0,2651,
1978-04-05,0,0,2652,
1978-04-06,0,0,2653,
1978-04-07,0,0,2654,
1978-04-08,0,0,2655,
1978-04-09,6.6,0.0066,2656,
1978-04-10,0,0,2657,
1978-04-11,0,0,2658,
1978-04-12,1,0.001,2659,
1978-04-13,29.7,0.0297,2660,
1978-04-14,0,0,2661,
1978-04-15,0,0,2662,
1978-04-16,0,0,2663,
1978-04-17,0,0,2664,
1978-04-18,0,0,2665,
1978-04-19,0,0,2666,
1978-04-20,0,0,2667,
1978-04-21,0,0,2668,
1978-04-22,0,0,2669,
1978-04-23,0,0,2670,
1978-04-24,0,0,2671,
1978-04-25,1.3,0.0013,2672,
1978-04-26,0,0,2673,
1978-04-27,0,0,2674,
1978-04-28,0,0,2675,
1978-04-29,5.3,0.0053,2676,
1978-04-30,0,0,2677,
1978-05-01,0.5,0.0005,2678,
1978-05-02,0,0,2679,
1978-05-03,5.8,0.0058,2680,
1978-05-04,26.4,0.0264,2681,
1978-05-05,0,0,2682,
1978-05-06,0,0,2683,
1978-05-07,0,0,2684,
1978-05-08,0,0,2685,
1978-05-09,9.900001,0.009900001,2686,
1978-05-10,5.8,0.0058,2687,
1978-05-11,0,0,2688,
1978-05-12,0,0,2689,
1978-05-13,7.4,0.0074,2690,
1978-05-14,8.1,0.0081,2691,
1978-05-15,0,0,2692,
1978-05-16,0,0,2693,
1978-05-17,0,0,2694,
1978-05-18,6.9,0.0069,2695,
1978-05-19,0,0,2696,
1978-05-20,4.3,0.0043,2697,
1978-05-21,20.8,0.0208,2698,
1978-05-22,0,0,2699,
1978-05-23,0.5,0.0005,2700,
1978-05-24,0,0,2701,
1978-05-25,0,0,2702,
1978-05-26,0,0,2703,
1978-05-27,0,0,2704,
1978-05-28,0,0,2705,
1978-05-29,0,0,2706,
1978-05-30,0,0,2707,
1978-05-31,0,0,2708,
1978-06-01,0,0,2709,
1978-06-02,3,0.003,2710,
1978-06-03,2.3,0.0023,2711,
1978-06-04,0,0,2712,
1978-06-05,0,0,2713,
1978-06-06,0,0,2714,
1978-06-07,0,0,2715,
1978-06-08,0,0,2716,
1978-06-09,0,0,2717,
1978-06-10,0.3,0.0003,2718,
1978-06-11,0,0,2719,
1978-06-12,0,0,2720,
1978-06-13,0,0,2721,
1978-06-14,0,0,2722,
1978-06-15,0,0,2723,
1978-06-16,0,0,2724,
1978-06-17,0,0,2725,
1978-06-18,0,0,2726,
1978-06-19,0,0,2727,
1978-06-20,0,0,2728,
1978-06-21,0,0,2729,
1978-06-22,0,0,2730,
1978-06-23,0,0,2731,
1978-06-24,0,0,2732,
1978-06-25,0,0,2733,
1978-06-26,0,0,2734,
1978-06-27,0,0,2735,
1978-06-28,0,0,2736,
1978-06-29,0,0,2737,
1978-06-30,0,0,2738,
1978-07-01,0,0,2739,
1978-07-02,0,0,2740,
1978-07-03,0,0,2741,
1978-07-04,0,0,2742,
1978-07-05,0,0,2743,
1978-07-06,0,0,2744,
1978-07-07,9.1,0.0091,2745,
1978-07-08,0,0,2746,
1978-07-09,0,0,2747,
1978-07-10,0,0,2748,
1978-07-11,0,0,2749,
1978-07-12,0,0,2750,
1978-07-13,0,0,2751,
1978-07-14,0,0,2752,
1978-07-15,0,0,2753,
1978-07-16,0,0,2754,
1978-07-17,0,0,2755,
1978-07-18,0,0,2756,
1978-07-19,0,0,2757,
1978-07-20,0,0,2758,
1978-07-21,0,0,2759,
1978-07-22,0,0,2760,
1978-07-23,0,0,2761,
1978-07-24,0,0,2762,
1978-07-25,0,0,2763,
1978-07-26,0,0,2764,
1978-07-27,0,0,2765,
1978-07-28,0,0,2766,
1978-07-29,0,0,2767,
1978-07-30,0,0,2768,
1978-07-31,0,0,2769,
1978-08-01,0,0,2770,
1978-08-02,0,0,2771,
1978-08-03,0,0,2772,
1978-08-04,0,0,2773,
1978-08-05,0,0,2774,
1978-08-06,0,0,2775,
1978-08-07,15.5,0.0155,2776,
1978-08-08,0,0,2777,
1978-08-09,0,0,2778,
1978-08-10,0,0,2779,
1978-08-11,0,0,2780,
1978-08-12,0,0,2781,
1978-08-13,0,0,2782,
1978-08-14,0,0,2783,
1978-08-15,0,0,2784,
1978-08-16,1.3,0.0013,2785,
1978-08-17,0,0,2786,
1978-08-18,0,0,2787,
1978-08-19,0,0,2788,
1978-08-20,18.3,0.0183,2789,
1978-08-21,0,0,2790,
1978-08-22,5.3,0.0053,2791,
1978-08-23,0.3,0.0003,2792,
1978-08-24,0,0,2793,
1978-08-25,0,0,2794,
1978-08-26,0,0,2795,
1978-08-27,0,0,2796,
1978-08-28,0,0,2797,
1978-08-29,2.8,0.0028,2798,
1978-08-30,0.5,0.0005,2799,
1978-08-31,50,0.05,2800,
1978-09-01,0.8,0.0008,2801,
1978-09-02,0,0,2802,
1978-09-03,0,0,2803,
1978-09-04,0,0,2804,
1978-09-05,38.6,0.0386,2805,
1978-09-06,0,0,2806,
1978-09-07,0,0,2807,
1978-09-08,13,0.013,2808,
1978-09-09,0.5,0.0005,2809,
1978-09-10,5.3,0.0053,2810,
1978-09-11,15.5,0.0155,2811,
1978-09-12,0,0,2812,
1978-09-13,0,0,2813,
1978-09-14,0,0,2814,
1978-09-15,0,0,2815,
1978-09-16,0,0,2816,
1978-09-17,0,0,2817,
1978-09-18,0,0,2818,
1978-09-19,0,0,2819,
1978-09-20,21.6,0.0216,2820,
1978-09-21,0,0,2821,
1978-09-22,0,0,2822,
1978-09-23,0,0,2823,
1978-09-24,0,0,2824,
1978-09-25,0,0,2825,
1978-09-26,10.2,0.0102,2826,
1978-09-27,0,0,2827,
1978-09-28,0,0,2828,
1978-09-29,0,0,2829,
1978-09-30,10.7,0.0107,2830,
1978-10-01,0,0,2831,
1978-10-02,0,0,2832,
1978-10-03,0,0,2833,
1978-10-04,9.1,0.0091,2834,
1978-10-05,5.8,0.0058,2835,
1978-10-06,0,0,2836,
1978-10-07,0,0,2837,
1978-10-08,0,0,2838,
1978-10-09,0,0,2839,
1978-10-10,0,0,2840,
1978-10-11,0,0,2841,
1978-10-12,0,0,2842,
1978-10-13,0,0,2843,
1978-10-14,0,0,2844,
1978-10-15,3,0.003,2845,
1978-10-16,0,0,2846,
1978-10-17,24.4,0.0244,2847,
1978-10-18,43.7,0.0437,2848,
1978-10-19,23.6,0.0236,2849,
1978-10-20,7.1,0.0071,2850,
1978-10-21,14,0.014,2851,
1978-10-22,6.1,0.0061,2852,
1978-10-23,28.2,0.0282,2853,
1978-10-24,4.3,0.0043,2854,
1978-10-25,0,0,2855,
1978-10-26,33.3,0.0333,2856,
1978-10-27,24.6,0.0246,2857,
1978-10-28,8.1,0.0081,2858,
1978-10-29,0,0,2859,
1978-10-30,0,0,2860,
1978-10-31,0,0,2861,
1978-11-01,21.8,0.0218,2862,
1978-11-02,0,0,2863,
1978-11-03,0,0,2864,
1978-11-04,0,0,2865,
1978-11-05,0,0,2866,
1978-11-06,0,0,2867,
1978-11-07,0,0,2868,
1978-11-08,0,0,2869,
1978-11-09,0,0,2870,
1978-11-10,0,0,2871,
1978-11-11,0,0,2872,
1978-11-12,0,0,2873,
1978-11-13,0,0,2874,
1978-11-14,0,0,2875,
1978-11-15,0,0,2876,
1978-11-16,0,0,2877,
1978-11-17,0,0,2878,
1978-11-18,0,0,2879,
1978-11-19,0,0,2880,
1978-11-20,0,0,2881,
1978-11-21,0,0,2882,
1978-11-22,0,0,2883,
1978-11-23,0,0,2884,
1978-11-24,0,0,2885,
1978-11-25,0,0,2886,
1978-11-26,0,0,2887,
1978-11-27,0,0,2888,
1978-11-28,0,0,2889,
1978-11-29,0,0,2890,
1978-11-30,0,0,2891,
1978-12-01,0,0,2892,
1978-12-02,0,0,2893,
1978-12-03,0,0,2894,
1978-12-04,0,0,2895,
1978-12-05,0,0,2896,
1978-12-06,0,0,2897,
1978-12-07,0,0,2898,
1978-12-08,0,0,2899,
1978-12-09,0,0,2900,
1978-12-10,0,0,2901,
1978-12-11,0,0,2902,
1978-12-12,0,0,2903,
1978-12-13,0,0,2904,
1978-12-14,0,0,2905,
1978-12-15,0,0,2906,
1978-12-16,0,0,2907,
1978-12-17,0,0,2908,
1978-12-18,0,0,2909,
1978-12-19,0,0,2910,
1978-12-20,0,0,2911,
1978-12-21,0,0,2912,
1978-12-22,0,0,2913,
1978-12-23,0,0,2914,
1978-12-24,0,0,2915,
1978-12-25,0,0,2916,
1978-12-26,0,0,2917,
1978-12-27,0,0,2918,
1978-12-28,13.7,0.0137,2919,
1978-12-29,8.6,0.0086,2920,
1978-12-30,16,0.016,2921,
1978-12-31,8.6,0.0086,2922,
1979-01-01,0,0,2923,
1979-01-02,0,0,2924,
1979-01-03,0,0,2925,
1979-01-04,0,0,2926,
1979-01-05,0,0,2927,
1979-01-06,0,0,2928,
1979-01-07,0,0,2929,
1979-01-08,0,0,2930,
1979-01-09,0,0,2931,
1979-01-10,0,0,2932,
1979-01-11,0,0,2933,
1979-01-12,0,0,2934,
1979-01-13,0,0,2935,
1979-01-14,0,0,2936,
1979-01-15,0,0,2937,
1979-01-16,0,0,2938,
1979-01-17,0,0,2939,
1979-01-18,0,0,2940,
1979-01-19,0,0,2941,
1979-01-20,0,0,2942,
1979-01-21,0,0,2943,
1979-01-22,0,0,2944,
1979-01-23,0,0,2945,
1979-01-24,0,0,2946,
1979-01-25,0,0,2947,
1979-01-26,0,0,2948,
1979-01-27,0,0,2949,
1979-01-28,0,0,2950,
1979-01-29,0,0,2951,
1979-01-30,0,0,2952,
1979-01-31,0,0,2953,
1979-02-01,0,0,2954,
1979-02-02,0,0,2955,
1979-02-03,0,0,2956,
1979-02-04,0,0,2957,
1979-02-05,0,0,2958,
1979-02-06,0,0,2959,
1979-02-07,0,0,2960,
1979-02-08,0,0,2961,
1979-02-09,0,0,2962,
1979-02-10,0,0,2963,
1979-02-11,0,0,2964,
1979-02-12,0,0,2965,
1979-02-13,0,0,2966,
1979-02-14,0,0,2967,
1979-02-15,0,0,2968,
1979-02-16,0,0,2969,
1979-02-17,0,0,2970,
1979-02-18,0,0,2971,
1979-02-19,0,0,2972,
1979-02-20,0,0,2973,
1979-02-21,0,0,2974,
1979-02-22,0,0,2975,
1979-02-23,0,0,2976,
1979-02-24,0,0,2977,
1979-02-25,0,0,2978,
1979-02-26,0,0,2979,
1979-02-27,0,0,2980,
1979-02-28,0,0,2981,
1979-03-01,0,0,2982,
1979-03-02,0,0,2983,
1979-03-03,0,0,2984,
1979-03-04,0,0,2985,
1979-03-05,0,0,2986,
1979-03-06,0,0,2987,
1979-03-07,0,0,2988,
1979-03-08,0,0,2989,
1979-03-09,0,0,2990,
1979-03-10,0,0,2991,
1979-03-11,0,0,2992,
1979-03-12,0,0,2993,
1979-03-13,0,0,2994,
1979-03-14,0,0,2995,
1979-03-15,0,0,2996,
1979-03-16,0,0,2997,
1979-03-17,0,0,2998,
1979-03-18,0,0,2999,
1979-03-19,0,0,3000,
1979-03-20,7.6,0.0076,3001,
1979-03-21,0,0,3002,
1979-03-22,0,0,3003,
1979-03-23,0,0,3004,
1979-03-24,0,0,3005,
1979-03-25,0,0,3006,
1979-03-26,0,0,3007,
1979-03-27,0,0,3008,
1979-03-28,17.3,0.0173,3009,
1979-03-29,0,0,3010,
1979-03-30,0,0,3011,
1979-03-31,0,0,3012,
1979-04-01,27.7,0.0277,3013,
1979-04-02,0,0,3014,
1979-04-03,0,0,3015,
1979-04-04,0,0,3016,
1979-04-05,0,0,3017,
1979-04-06,0,0,3018,
1979-04-07,0,0,3019,
1979-04-08,0,0,3020,
1979-04-09,73.7,0.0737,3021,
1979-04-10,0,0,3022,
1979-04-11,0,0,3023,
1979-04-12,0,0,3024,
1979-04-13,0,0,3025,
1979-04-14,0,0,3026,
1979-04-15,0,0,3027,
1979-04-16,0,0,3028,
1979-04-17,0,0,3029,
1979-04-18,0,0,3030,
1979-04-19,0,0,3031,
1979-04-20,0,0,3032,
1979-04-21,0,0,3033,
1979-04-22,0,0,3034,
1979-04-23,8.6,0.0086,3035,
1979-04-24,0,0,3036,
1979-04-25,0,0,3037,
1979-04-26,0,0,3038,
1979-04-27,0,0,3039,
1979-04-28,0,0,3040,
1979-04-29,0,0,3041,
1979-04-30,13,0.013,3042,
1979-05-01,4.3,0.0043,3043,
1979-05-02,9.1,0.0091,3044,
1979-05-03,0,0,3045,
1979-05-04,0,0,3046,
1979-05-05,0,0,3047,
1979-05-06,0,0,3048,
1979-05-07,0,0,3049,
1979-05-08,0,0,3050,
1979-05-09,0,0,3051,
1979-05-10,0,0,3052,
1979-05-11,0,0,3053,
1979-05-12,0,0,3054,
1979-05-13,0,0,3055,
1979-05-14,6.4,0.0064,3056,
1979-05-15,0,0,3057,
1979-05-16,0,0,3058,
1979-05-17,39.4,0.0394,3059,
1979-05-18,0,0,3060,
1979-05-19,9.900001,0.009900001,3061,
1979-05-20,1.8,0.0018,3062,
1979-05-21,0,0,3063,
1979-05-22,0,0,3064,
1979-05-23,0,0,3065,
1979-05-24,0,0,3066,
1979-05-25,0,0,3067,
1979-05-26,0,0,3068,
1979-05-27,14.7,0.0147,3069,
1979-05-28,0.3,0.0003,3070,
1979-05-29,23.6,0.0236,3071,
1979-05-30,0.5,0.0005,3072,
1979-05-31,0.5,0.0005,3073,
1979-06-01,1.3,0.0013,3074,
1979-06-02,0,0,3075,
1979-06-03,0,0,3076,
1979-06-04,0,0,3077,
1979-06-05,0,0,3078,
1979-06-06,0,0,3079,
1979-06-07,0,0,3080,
1979-06-08,0,0,3081,
1979-06-09,0,0,3082,
1979-06-10,0,0,3083,
1979-06-11,0,0,3084,
1979-06-12,4.1,0.0041,3085,
1979-06-13,0,0,3086,
1979-06-14,0,0,3087,
1979-06-15,2.8,0.0028,3088,
1979-06-16,0,0,3089,
1979-06-17,0,0,3090,
1979-06-18,0,0,3091,
1979-06-19,0,0,3092,
1979-06-20,0,0,3093,
1979-06-21,0,0,3094,
1979-06-22,0,0,3095,
1979-06-23,0,0,3096,
1979-06-24,0,0,3097,
1979-06-25,0,0,3098,
1979-06-26,0,0,3099,
1979-06-27,0,0,3100,
1979-06-28,0,0,3101,
1979-06-29,0,0,3102,
1979-06-30,0,0,3103,
1979-07-01,0,0,3104,
1979-07-02,0,0,3105,
